id,key,value,type 
125418269,service,parking_aisle,regular
125418344,highway,service,regular
125418344,oneway,yes,regular
125418344,service,parking_aisle,regular
125418345,highway,service,regular
125418345,oneway,yes,regular
125418345,service,parking_aisle,regular
125418346,highway,service,regular
125418346,service,parking_aisle,regular
125418347,highway,service,regular
125418347,oneway,yes,regular
125418347,service,parking_aisle,regular
125418348,highway,service,regular
125418348,oneway,yes,regular
125418348,service,parking_aisle,regular
125418358,highway,service,regular
125418358,oneway,yes,regular
125418358,service,parking_aisle,regular
125418466,highway,service,regular
125418466,service,parking_aisle,regular
125418695,highway,service,regular
125418695,service,parking_aisle,regular
125418696,highway,service,regular
125418696,service,parking_aisle,regular
125418698,highway,service,regular
125418698,oneway,yes,regular
125418698,service,parking_aisle,regular
125418699,highway,service,regular
125418699,service,parking_aisle,regular
125418700,highway,service,regular
125418700,service,parking_aisle,regular
125418701,highway,service,regular
125418701,service,parking_aisle,regular
125418702,highway,service,regular
125418702,service,parking_aisle,regular
125418943,highway,service,regular
125418943,name,Elwell Court,regular
125418943,service,parking_aisle,regular
125418944,highway,service,regular
125418944,oneway,yes,regular
125418944,service,parking_aisle,regular
125434679,access,private,regular
125434679,amenity,parking,regular
125434680,access,private,regular
125434680,amenity,parking,regular
125434680,wheelchair,yes,regular
125434681,access,private,regular
125434681,amenity,parking,regular
125434681,parking,surface,regular
125434682,access,private,regular
125434682,amenity,parking,regular
125434783,footway,sidewalk,regular
125434783,highway,footway,regular
125434784,area,yes,regular
125434784,highway,footway,regular
125434785,highway,footway,regular
125434786,highway,footway,regular
125435934,highway,footway,regular
125435935,area,yes,regular
125435935,highway,footway,regular
125435936,highway,footway,regular
125435937,highway,footway,regular
125435938,footway,sidewalk,regular
125435938,highway,footway,regular
125435939,highway,footway,regular
125435940,area,yes,regular
125435940,highway,footway,regular
125435941,highway,footway,regular
125435943,area,yes,regular
125435943,highway,footway,regular
125435967,area,yes,regular
125435967,highway,footway,regular
125435968,area,yes,regular
125435968,highway,footway,regular
125435969,highway,footway,regular
125435970,area,yes,regular
125435970,highway,footway,regular
125435971,highway,footway,regular
125435972,highway,footway,regular
125435973,highway,footway,regular
125435974,footway,sidewalk,regular
125435974,highway,footway,regular
125435975,highway,footway,regular
125435976,highway,footway,regular
125435977,highway,footway,regular
125435978,highway,footway,regular
125435997,footway,sidewalk,regular
125435997,highway,footway,regular
125435998,footway,sidewalk,regular
125435998,highway,footway,regular
125435999,footway,sidewalk,regular
125435999,highway,footway,regular
125436000,footway,sidewalk,regular
125436000,highway,footway,regular
125448391,access,private,regular
125448391,amenity,parking,regular
125448392,access,private,regular
125448392,amenity,parking,regular
125448800,access,private,regular
125448800,amenity,parking,regular
125448800,operator,Intuit,regular
125448800,parking,surface,regular
125448800,surface,asphalt,regular
125448801,access,private,regular
125448801,amenity,parking,regular
125448801,operator,Intuit,regular
125448801,parking,surface,regular
125448801,surface,asphalt,regular
125450554,highway,service,regular
125450554,service,parking_aisle,regular
125454832,access,private,regular
125454832,amenity,parking,regular
125454833,access,private,regular
125454833,amenity,parking,regular
125454913,access,private,regular
125454913,amenity,parking,regular
125454913,operator,Intuit,regular
125454913,parking,surface,regular
125454913,surface,asphalt,regular
125454914,access,private,regular
125454914,amenity,parking,regular
125455103,access,private,regular
125455103,amenity,parking,regular
125465198,amenity,parking_space,regular
125465198,capacity,2,regular
125476354,city,Mountain View,addr
125476354,housenumber,1395,addr
125476354,postcode,94043,addr
125476354,state,CA,addr
125476354,street,Charleston Road,addr
125476354,building,office,regular
125476354,levels,1,building
125476354,elev,3.6,regular
125476354,height,4.9,regular
125477523,highway,footway,regular
125478301,highway,footway,regular
125478302,highway,footway,regular
125478303,area,yes,regular
125478303,highway,footway,regular
125478637,highway,service,regular
125478637,service,parking_aisle,regular
125478638,highway,service,regular
125478638,service,parking_aisle,regular
125478639,highway,service,regular
125478639,service,parking_aisle,regular
125478933,highway,footway,regular
125478934,highway,footway,regular
125478991,highway,service,regular
125478991,service,parking_aisle,regular
125478992,highway,service,regular
125478992,service,parking_aisle,regular
125478993,highway,service,regular
125478993,service,parking_aisle,regular
125479163,city,Mountain View,addr
125479163,housenumber,1380,addr
125479163,postcode,94043,addr
125479163,state,CA,addr
125479163,street,Shorebird Way,addr
125479163,building,office,regular
125479163,levels,1,building
125479163,elev,3.6,regular
125479163,height,5.1,regular
125479164,building,office,regular
125479164,levels,1,building
125479164,elev,3.6,regular
125479164,height,5.1,regular
125480059,city,Mountain View,addr
125480059,housenumber,1350,addr
125480059,postcode,94043,addr
125480059,state,CA,addr
125480059,street,Shorebird Way,addr
125480059,building,office,regular
125480059,levels,1,building
125480059,elev,3.9,regular
125480059,height,4.8,regular
125480060,city,Mountain View,addr
125480060,housenumber,1245,addr
125480060,postcode,94043,addr
125480060,state,CA,addr
125480060,street,Charleston Road,addr
125480060,building,office,regular
125480060,levels,1,building
125480060,elev,3.9,regular
125480060,height,4.8,regular
125480061,city,Mountain View,addr
125480061,housenumber,1295,addr
125480061,postcode,94043,addr
125480061,state,CA,addr
125480061,street,Charleston Road,addr
125480061,building,office,regular
125480061,levels,2,building
125480061,elev,3.9,regular
125480061,height,9.1,regular
125480062,city,Mountain View,addr
125480062,housenumber,1310,addr
125480062,postcode,94043,addr
125480062,state,CA,addr
125480062,street,Shorebird Way,addr
125480062,building,office,regular
125480062,levels,1,building
125480062,elev,3.9,regular
125480062,height,4.8,regular
125480127,building,yes,regular
125517253,highway,service,regular
125517253,service,parking_aisle,regular
125517255,highway,service,regular
125517255,service,parking_aisle,regular
125517257,highway,service,regular
125517257,service,parking_aisle,regular
125517258,highway,service,regular
125517258,service,parking_aisle,regular
125517260,highway,service,regular
125517260,service,parking_aisle,regular
125517262,highway,service,regular
125517262,service,parking_aisle,regular
125517263,highway,service,regular
125517263,service,parking_aisle,regular
125517265,highway,service,regular
125517265,service,parking_aisle,regular
125517268,highway,service,regular
125517268,service,parking_aisle,regular
125517271,highway,service,regular
125517271,service,parking_aisle,regular
125517273,highway,service,regular
125517275,highway,service,regular
125517275,service,parking_aisle,regular
125520515,highway,footway,regular
125520516,highway,footway,regular
125520517,highway,footway,regular
125520518,highway,footway,regular
125520519,highway,footway,regular
125520522,area,yes,regular
125520522,highway,footway,regular
125520523,area,yes,regular
125520523,highway,footway,regular
125520524,highway,footway,regular
125520526,area,yes,regular
125520526,highway,footway,regular
125520528,area,yes,regular
125520528,highway,footway,regular
125520529,highway,footway,regular
125520530,highway,footway,regular
125520531,highway,footway,regular
125520532,highway,footway,regular
125520533,highway,footway,regular
125520534,area,yes,regular
125520534,highway,footway,regular
125522041,building,yes,regular
125522041,elev,3.9,regular
125522041,height,4.9,regular
125522042,city,Mountain View,addr
125522042,housenumber,1350,addr
125522042,state,CA,addr
125522042,street,Pear Avenue,addr
125522042,building,yes,regular
125522042,levels,1,building
125522042,elev,5.8,regular
125522042,height,4.6,regular
125522043,city,Mountain View,addr
125522043,housenumber,1375,addr
125522043,postcode,94043,addr
125522043,state,CA,addr
125522043,street,Shorebird Way,addr
125522043,building,yes,regular
125522043,elev,3.9,regular
125522043,height,20,regular
125522044,building,yes,regular
125522044,elev,5.5,regular
125522044,height,4.9,regular
125522045,building,yes,regular
125522045,elev,5.5,regular
125522045,height,20,regular
125522046,city,Mountain View,addr
125522046,housenumber,1300,addr
125522046,postcode,94043,addr
125522046,state,CA,addr
125522046,street,Space Park Way,addr
125522046,building,yes,regular
125522046,elev,5.5,regular
125522046,height,20,regular
125522046,name,Google Workshop,regular
125522047,building,yes,regular
125522047,elev,5.5,regular
125522047,height,6,regular
125522048,building,yes,regular
125522049,building,yes,regular
125522049,elev,5.8,regular
125522049,height,5.2,regular
125522049,old_name,crystaCom,regular
125522050,building,yes,regular
125522050,elev,5.5,regular
125522050,height,5.2,regular
125522051,building,yes,regular
125522051,elev,5.5,regular
125522051,height,20,regular
125522052,building,yes,regular
125522052,elev,5.5,regular
125522052,height,20,regular
125522053,building,yes,regular
125522053,elev,3.9,regular
125522053,height,4.9,regular
125523733,area,yes,regular
125523733,highway,footway,regular
125523736,area,yes,regular
125523736,highway,footway,regular
125523738,area,yes,regular
125523738,highway,footway,regular
125523739,highway,footway,regular
125523741,highway,footway,regular
125523742,area,yes,regular
125523742,highway,footway,regular
125523822,highway,footway,regular
125536045,highway,service,regular
125536045,service,parking_aisle,regular
125536046,highway,service,regular
125536046,oneway,yes,regular
125536046,service,parking_aisle,regular
125536048,highway,service,regular
125536048,service,parking_aisle,regular
125536050,highway,service,regular
125536050,service,parking_aisle,regular
125536051,highway,service,regular
125536051,service,parking_aisle,regular
125536052,highway,service,regular
125536052,service,parking_aisle,regular
125536053,highway,service,regular
125536053,service,parking_aisle,regular
125536054,highway,service,regular
125536054,service,parking_aisle,regular
125536055,highway,service,regular
125536055,oneway,no,regular
125536055,service,parking_aisle,regular
125536056,highway,service,regular
125536056,service,parking_aisle,regular
125536141,building,yes,regular
125536141,elev,6,regular
125536141,height,4.3,regular
125536142,building,yes,regular
125536142,elev,6,regular
125536142,height,6.9,regular
125536145,building,yes,regular
125536145,elev,5.8,regular
125536145,height,4.3,regular
125536146,building,yes,regular
125536146,elev,5.8,regular
125536146,height,6,regular
125536148,building,yes,regular
125536148,elev,5.8,regular
125536148,height,5.2,regular
125537007,highway,service,regular
125537007,oneway,no,regular
125537007,service,parking_aisle,regular
125537009,highway,service,regular
125537009,oneway,no,regular
125537009,service,parking_aisle,regular
125537012,highway,service,regular
125537012,oneway,no,regular
125537012,service,parking_aisle,regular
125537013,highway,service,regular
125537013,oneway,no,regular
125537013,service,parking_aisle,regular
125537015,highway,service,regular
125537015,oneway,no,regular
125537015,service,parking_aisle,regular
125537017,highway,service,regular
125537017,oneway,yes,regular
125537017,service,parking_aisle,regular
125537020,highway,service,regular
125537020,service,parking_aisle,regular
125539070,highway,service,regular
125539070,service,parking_aisle,regular
125539075,highway,service,regular
125539075,service,parking_aisle,regular
125539077,highway,service,regular
125539077,service,parking_aisle,regular
125539078,highway,service,regular
125539078,service,parking_aisle,regular
125539086,highway,service,regular
125539086,service,parking_aisle,regular
125539088,highway,service,regular
125539088,service,parking_aisle,regular
125539093,highway,service,regular
125539093,service,parking_aisle,regular
125539101,highway,service,regular
125539101,service,parking_aisle,regular
125545510,building,yes,regular
125545510,elev,7.3,regular
125545510,height,6,regular
125545511,building,yes,regular
125545511,elev,7.3,regular
125545511,height,6,regular
125545512,amenity,doctors,regular
125545512,brand,Crossover Health,regular
125545512,building,yes,regular
125545512,elev,7.3,regular
125545512,height,5.2,regular
125545512,name,Crossover Health @ Shoreline,regular
125545512,website,http://crossoverhealth.com/locations/shoreline/,regular
125545513,building,yes,regular
125545513,elev,7.3,regular
125545513,height,5.2,regular
125545516,city,Mountain View,addr
125545516,housenumber,1110,addr
125545516,state,CA,addr
125545516,street,La Avenida Street,addr
125545516,building,yes,regular
125545516,elev,7.3,regular
125545516,height,6,regular
125545519,building,yes,regular
125545519,elev,7.3,regular
125545519,height,5.2,regular
125545520,building,yes,regular
125545520,elev,7.3,regular
125545520,height,6,regular
125545675,city,Mountain View,addr
125545675,housenumber,1060,addr
125545675,state,CA,addr
125545675,street,La Avenida Street,addr
125545675,building,yes,regular
125545675,elev,7.3,regular
125545675,height,6,regular
125545677,building,industrial,regular
125545677,elev,7.3,regular
125545677,height,6,regular
125545677,man_made,works,regular
125545677,name,USPS Mountain View Carrier Annex,regular
125545677,operator,United States Postal Service,regular
125545677,product,mail,regular
125545898,city,Mountain View,addr
125545898,housename,2025,addr
125545898,housenumber,2025,addr
125545898,postcode,94043,addr
125545898,state,CA,addr
125545898,street,Stierlin Court,addr
125545898,building,yes,regular
125545898,levels,2,building
125545898,elev,3.65,regular
125545898,height,10.3,regular
125545900,building,yes,regular
125545901,city,Mountain View,addr
125545901,housename,2027,addr
125545901,housenumber,2027,addr
125545901,postcode,94043,addr
125545901,state,CA,addr
125545901,street,Stierlin Court,addr
125545901,building,yes,regular
125545901,levels,2,building
125545901,elev,3.65,regular
125545901,height,10.3,regular
125547029,area,yes,regular
125547029,highway,footway,regular
125547030,area,yes,regular
125547030,highway,footway,regular
125547032,building,office,regular
125547538,area,yes,regular
125547538,highway,footway,regular
125547539,footway,crossing,regular
125547539,highway,footway,regular
125549482,area,yes,regular
125549482,highway,footway,regular
125549483,area,yes,regular
125549483,highway,footway,regular
125549484,area,yes,regular
125549484,highway,footway,regular
125549486,building,yes,regular
125553541,area,yes,regular
125553541,highway,footway,regular
125553542,area,yes,regular
125553542,highway,footway,regular
125553543,area,yes,regular
125553543,highway,footway,regular
125553544,area,yes,regular
125553544,highway,footway,regular
125553743,highway,footway,regular
125553744,highway,footway,regular
125554486,highway,footway,regular
125554487,highway,footway,regular
125554488,highway,footway,regular
125554489,highway,footway,regular
125554490,highway,footway,regular
125554491,highway,footway,regular
125554492,highway,footway,regular
125554493,highway,footway,regular
125554494,highway,footway,regular
125554495,highway,footway,regular
125554496,highway,footway,regular
125554497,area,yes,regular
125554497,highway,footway,regular
125563606,area,yes,regular
125563606,highway,footway,regular
125563607,area,yes,regular
125563607,highway,footway,regular
125563608,area,yes,regular
125563608,highway,footway,regular
125563609,area,yes,regular
125563609,highway,footway,regular
125563610,highway,footway,regular
125563860,highway,footway,regular
125563861,highway,footway,regular
125563863,highway,footway,regular
125564765,area,yes,regular
125564765,highway,footway,regular
125565742,highway,footway,regular
125565743,highway,footway,regular
125565746,highway,footway,regular
125565748,highway,footway,regular
125566065,highway,footway,regular
125566066,highway,footway,regular
125566067,area,yes,regular
125566067,highway,footway,regular
125566068,area,yes,regular
125566068,highway,footway,regular
125566890,area,yes,regular
125566890,highway,footway,regular
125566891,footway,sidewalk,regular
125566891,highway,footway,regular
125566892,footway,crossing,regular
125566892,highway,footway,regular
125566893,footway,crossing,regular
125566893,highway,footway,regular
125566894,footway,crossing,regular
125566894,highway,footway,regular
125566895,footway,crossing,regular
125566895,highway,footway,regular
125566896,highway,footway,regular
125566897,highway,footway,regular
125566898,footway,crossing,regular
125566898,highway,footway,regular
125566899,footway,crossing,regular
125566899,highway,footway,regular
125566900,highway,footway,regular
125566901,highway,footway,regular
125566902,area,yes,regular
125566902,highway,footway,regular
125566903,highway,footway,regular
125566904,highway,footway,regular
125566906,highway,footway,regular
125566907,highway,footway,regular
125566908,footway,crossing,regular
125566908,highway,footway,regular
125566909,bridge,yes,regular
125566909,highway,footway,regular
125566910,area,yes,regular
125566910,highway,footway,regular
125566911,highway,footway,regular
125566912,highway,footway,regular
125566913,highway,footway,regular
125566914,area,yes,regular
125566914,highway,footway,regular
125566915,area,yes,regular
125566915,highway,footway,regular
125567843,highway,service,regular
125567843,service,parking_aisle,regular
125567844,highway,service,regular
125567844,service,parking_aisle,regular
125567845,highway,service,regular
125567845,service,parking_aisle,regular
125567846,highway,service,regular
125567846,service,parking_aisle,regular
125567847,highway,service,regular
125567847,service,parking_aisle,regular
125567848,highway,service,regular
125567848,service,parking_aisle,regular
125567849,highway,service,regular
125567849,service,parking_aisle,regular
125567850,highway,service,regular
125567850,service,parking_aisle,regular
125567851,highway,service,regular
125567851,service,parking_aisle,regular
125567852,highway,service,regular
125567852,service,parking_aisle,regular
125567853,highway,service,regular
125567853,service,parking_aisle,regular
125567854,highway,service,regular
125567854,service,parking_aisle,regular
125567855,highway,service,regular
125567855,service,parking_aisle,regular
125567856,highway,service,regular
125567856,service,parking_aisle,regular
125568245,area,yes,regular
125568245,highway,footway,regular
125569666,highway,service,regular
125569666,service,parking_aisle,regular
125569667,highway,service,regular
125569667,service,parking_aisle,regular
125569668,highway,service,regular
125569668,service,parking_aisle,regular
125569669,highway,service,regular
125569669,service,parking_aisle,regular
125569670,highway,service,regular
125569670,service,parking_aisle,regular
125569671,highway,service,regular
125569671,service,parking_aisle,regular
125569672,highway,service,regular
125569672,service,parking_aisle,regular
125569673,highway,service,regular
125569673,service,parking_aisle,regular
125569674,highway,service,regular
125569674,service,parking_aisle,regular
125569675,highway,service,regular
125569675,service,parking_aisle,regular
125569676,highway,service,regular
125569676,service,parking_aisle,regular
125569677,highway,service,regular
125569677,service,parking_aisle,regular
125569678,highway,service,regular
125569678,service,parking_aisle,regular
125569758,leisure,pitch,regular
125569758,sport,beachvolleyball,regular
125569758,surface,sand,regular
125569759,leisure,pitch,regular
125569759,sport,basketball,regular
125569759,surface,paved,regular
125571748,highway,service,regular
125571748,service,parking_aisle,regular
125571749,highway,service,regular
125571749,service,parking_aisle,regular
125571750,highway,service,regular
125571750,service,parking_aisle,regular
125571751,highway,service,regular
125571751,service,parking_aisle,regular
125571752,highway,service,regular
125571752,service,parking_aisle,regular
125571848,highway,service,regular
125571848,service,parking_aisle,regular
125571849,highway,service,regular
125571849,service,parking_aisle,regular
125571850,highway,service,regular
125571850,service,parking_aisle,regular
125571851,highway,service,regular
125571851,service,parking_aisle,regular
125571852,highway,service,regular
125571852,service,parking_aisle,regular
125571853,highway,service,regular
125571853,service,parking_aisle,regular
125571854,highway,service,regular
125571854,service,parking_aisle,regular
125571855,highway,service,regular
125571855,service,parking_aisle,regular
125571856,building,yes,regular
125571857,building,yes,regular
125571883,highway,service,regular
125571883,service,parking_aisle,regular
125571884,natural,water,regular
125580400,highway,service,regular
125580400,service,parking_aisle,regular
125580401,highway,service,regular
125580401,service,parking_aisle,regular
125580402,bicycle,yes,regular
125580402,foot,yes,regular
125580402,highway,cycleway,regular
125580402,name,Charleston Road Access to Stevens Creek Trail,regular
125580403,highway,service,regular
125580403,service,parking_aisle,regular
125580404,highway,service,regular
125580628,highway,service,regular
125580628,service,parking_aisle,regular
125580628,surface,asphalt,regular
125580629,highway,service,regular
125580629,service,parking_aisle,regular
125580629,surface,asphalt,regular
125580837,bicycle,yes,regular
125580837,foot,yes,regular
125580837,highway,cycleway,regular
125580837,surface,unpaved,regular
125583787,highway,service,regular
125583787,service,parking_aisle,regular
125583787,surface,asphalt,regular
125583788,highway,service,regular
125583788,service,parking_aisle,regular
125583788,surface,asphalt,regular
125583789,highway,service,regular
125583789,service,parking_aisle,regular
125583789,surface,asphalt,regular
125583790,highway,service,regular
125583790,surface,asphalt,regular
125583792,highway,service,regular
125583792,service,parking_aisle,regular
125583792,surface,asphalt,regular
125583793,highway,service,regular
125583793,service,parking_aisle,regular
125583793,surface,asphalt,regular
125583794,highway,service,regular
125583794,service,parking_aisle,regular
125583794,surface,asphalt,regular
125583795,highway,service,regular
125583795,service,parking_aisle,regular
125583796,highway,service,regular
125583796,surface,asphalt,regular
125583797,highway,service,regular
125583797,service,parking_aisle,regular
125583797,surface,asphalt,regular
125583798,highway,service,regular
125583798,service,parking_aisle,regular
125583798,surface,asphalt,regular
125583799,highway,service,regular
125583799,service,parking_aisle,regular
125583799,surface,asphalt,regular
125585428,highway,service,regular
125585428,service,parking_aisle,regular
125585429,highway,service,regular
125585429,service,parking_aisle,regular
125585430,highway,footway,regular
125585431,highway,service,regular
125585431,service,parking_aisle,regular
125585432,highway,service,regular
125585432,service,parking_aisle,regular
125585433,highway,footway,regular
125585434,highway,footway,regular
125585435,highway,service,regular
125585435,service,parking_aisle,regular
125585436,highway,service,regular
125585436,service,parking_aisle,regular
125585437,highway,service,regular
125585437,service,parking_aisle,regular
125585438,highway,service,regular
125585438,maxspeed,15 mph,regular
125585438,service,parking_aisle,regular
125585439,highway,footway,regular
125585440,highway,service,regular
125585440,service,parking_aisle,regular
125585441,highway,service,regular
125585441,service,parking_aisle,regular
125585442,highway,service,regular
125585442,service,parking_aisle,regular
125585443,highway,service,regular
125585444,highway,service,regular
125585444,service,parking_aisle,regular
125585445,highway,service,regular
125585445,service,parking_aisle,regular
125585446,highway,service,regular
125585446,service,parking_aisle,regular
125585447,highway,service,regular
125585447,service,parking_aisle,regular
125585448,highway,footway,regular
125585449,highway,service,regular
125585449,service,parking_aisle,regular
125585450,highway,service,regular
125585450,service,parking_aisle,regular
125585451,highway,service,regular
125585451,service,parking_aisle,regular
125585452,highway,service,regular
125585452,service,parking_aisle,regular
125585453,highway,service,regular
125585453,service,parking_aisle,regular
125585454,highway,service,regular
125585454,service,parking_aisle,regular
125585455,highway,service,regular
125585455,service,parking_aisle,regular
125585456,highway,service,regular
125585456,service,parking_aisle,regular
125585457,highway,service,regular
125585457,service,parking_aisle,regular
125585458,highway,footway,regular
125585459,highway,service,regular
125585459,service,parking_aisle,regular
125585460,highway,service,regular
125585460,maxspeed,15 mph,regular
125585460,service,parking_aisle,regular
125585461,highway,footway,regular
125585462,highway,service,regular
125585462,maxspeed,15 mph,regular
125585462,service,parking_aisle,regular
125585463,highway,footway,regular
125585464,highway,footway,regular
125585466,highway,service,regular
125585466,service,parking_aisle,regular
125585468,highway,footway,regular
125585471,highway,service,regular
125585471,service,parking_aisle,regular
125585473,highway,footway,regular
125585475,highway,footway,regular
125585476,highway,service,regular
125585476,service,parking_aisle,regular
125585480,bus,designated,regular
125585480,busway,yes,regular
125585480,highway,service,regular
125585480,maxspeed,5 mph,regular
125585480,motorcar,no,regular
125585480,service,parking_aisle,regular
125585481,highway,service,regular
125585481,service,parking_aisle,regular
125585482,highway,service,regular
125585482,service,parking_aisle,regular
125585486,highway,service,regular
125585486,service,parking_aisle,regular
125585491,highway,service,regular
125585491,service,parking_aisle,regular
125585492,highway,service,regular
125585492,service,parking_aisle,regular
125585493,leisure,pitch,regular
125585493,operator,Microsoft,regular
125585493,sport,beachvolleyball,regular
125585493,surface,sand,regular
125585571,highway,footway,regular
125585572,highway,footway,regular
125585573,highway,footway,regular
125585574,highway,footway,regular
125585575,highway,footway,regular
125585576,highway,footway,regular
125585577,highway,footway,regular
125588221,footway,crossing,regular
125588221,highway,footway,regular
125588226,footway,crossing,regular
125588226,highway,footway,regular
125595924,amenity,parking,regular
125595924,parking,surface,regular
125595925,amenity,parking,regular
125595925,parking,surface,regular
125596786,highway,service,regular
125596786,service,parking_aisle,regular
125598194,highway,footway,regular
125598195,highway,footway,regular
125598197,highway,footway,regular
125598198,highway,footway,regular
125598199,highway,footway,regular
125598200,highway,footway,regular
125598201,highway,footway,regular
125598203,highway,footway,regular
125598206,highway,footway,regular
125598207,highway,footway,regular
125598208,highway,footway,regular
125598209,highway,footway,regular
125598210,highway,footway,regular
125598211,highway,footway,regular
125598212,highway,footway,regular
125598214,highway,footway,regular
125598215,highway,footway,regular
125598217,highway,footway,regular
125598218,highway,footway,regular
125598219,highway,footway,regular
125598220,highway,footway,regular
125598955,access,private,regular
125598955,amenity,parking,regular
125598955,parking,surface,regular
125664186,highway,footway,regular
125665492,area,yes,regular
125665492,highway,footway,regular
125665494,area,yes,regular
125665494,highway,footway,regular
125665495,footway,sidewalk,regular
125665495,highway,footway,regular
125665496,area,yes,regular
125665496,highway,footway,regular
125665496,surface,paved,regular
125665497,area,yes,regular
125665497,highway,footway,regular
125675833,footway,sidewalk,regular
125675833,highway,footway,regular
125675835,footway,crossing,regular
125675835,highway,footway,regular
125675836,footway,crossing,regular
125675836,highway,footway,regular
125675838,footway,crossing,regular
125675838,highway,footway,regular
125675839,footway,crossing,regular
125675839,highway,footway,regular
125675840,footway,crossing,regular
125675840,highway,footway,regular
125675841,footway,crossing,regular
125675841,highway,footway,regular
125675842,footway,sidewalk,regular
125675842,highway,footway,regular
125675843,footway,crossing,regular
125675843,highway,footway,regular
125675844,footway,crossing,regular
125675844,highway,footway,regular
125675978,footway,crossing,regular
125675978,highway,footway,regular
125675979,footway,crossing,regular
125675979,highway,footway,regular
125675980,footway,crossing,regular
125675980,highway,footway,regular
125675981,footway,crossing,regular
125675981,highway,footway,regular
125675982,footway,crossing,regular
125675982,highway,footway,regular
125675983,highway,service,regular
125675983,oneway,yes,regular
125675983,service,parking_aisle,regular
125675984,highway,service,regular
125675984,oneway,yes,regular
125675984,service,parking_aisle,regular
125675985,footway,crossing,regular
125675985,highway,footway,regular
125675986,footway,crossing,regular
125675986,highway,footway,regular
125675987,footway,crossing,regular
125675987,highway,footway,regular
125675988,footway,crossing,regular
125675988,highway,footway,regular
125678617,footway,crossing,regular
125678617,highway,footway,regular
125678619,footway,crossing,regular
125678619,highway,footway,regular
125678624,footway,crossing,regular
125678624,highway,footway,regular
125678627,footway,crossing,regular
125678627,highway,footway,regular
125678628,footway,crossing,regular
125678628,highway,footway,regular
125678630,footway,crossing,regular
125678630,highway,footway,regular
125678632,footway,crossing,regular
125678632,highway,footway,regular
125678633,footway,crossing,regular
125678633,highway,footway,regular
125678635,footway,crossing,regular
125678635,highway,footway,regular
125679386,footway,sidewalk,regular
125679386,highway,footway,regular
125679387,highway,footway,regular
125679388,footway,crossing,regular
125679388,highway,footway,regular
125679389,footway,sidewalk,regular
125679389,highway,footway,regular
125679390,footway,crossing,regular
125679390,highway,footway,regular
125679391,footway,crossing,regular
125679391,highway,footway,regular
125679392,footway,crossing,regular
125679392,highway,footway,regular
125679393,highway,footway,regular
125679394,footway,crossing,regular
125679394,highway,footway,regular
125679395,footway,sidewalk,regular
125679395,highway,footway,regular
125679396,footway,sidewalk,regular
125679396,highway,footway,regular
125679895,footway,crossing,regular
125679895,highway,footway,regular
125679896,footway,sidewalk,regular
125679896,highway,footway,regular
125679900,crossing,zebra,regular
125679900,footway,crossing,regular
125679900,highway,footway,regular
125684242,footway,sidewalk,regular
125684242,highway,footway,regular
125684243,footway,crossing,regular
125684243,highway,footway,regular
125684244,highway,footway,regular
125684245,footway,crossing,regular
125684245,highway,footway,regular
125684246,footway,crossing,regular
125684246,highway,footway,regular
125684247,footway,crossing,regular
125684247,highway,footway,regular
125684248,crossing,zebra,regular
125684248,footway,crossing,regular
125684248,highway,footway,regular
125684249,footway,crossing,regular
125684249,highway,footway,regular
125684250,footway,crossing,regular
125684250,highway,footway,regular
125684251,footway,crossing,regular
125684251,highway,footway,regular
125684252,footway,crossing,regular
125684252,highway,footway,regular
125684253,footway,crossing,regular
125684253,highway,footway,regular
125684254,crossing,zebra,regular
125684254,footway,crossing,regular
125684254,highway,footway,regular
125684255,footway,crossing,regular
125684255,highway,footway,regular
125684256,highway,footway,regular
125684257,footway,crossing,regular
125684257,highway,footway,regular
125684258,footway,crossing,regular
125684258,highway,footway,regular
125684259,highway,footway,regular
125684260,footway,sidewalk,regular
125684260,highway,footway,regular
125684261,highway,footway,regular
125684262,area,yes,regular
125684262,highway,footway,regular
125685786,footway,sidewalk,regular
125685786,highway,footway,regular
125685787,footway,sidewalk,regular
125685787,highway,footway,regular
125685788,footway,sidewalk,regular
125685788,highway,footway,regular
125685789,highway,footway,regular
125685790,footway,sidewalk,regular
125685790,highway,footway,regular
125685791,footway,sidewalk,regular
125685791,highway,footway,regular
125685792,crossing,zebra,regular
125685792,footway,crossing,regular
125685792,highway,footway,regular
125685793,crossing,zebra,regular
125685793,footway,crossing,regular
125685793,highway,footway,regular
125685794,crossing,zebra,regular
125685794,footway,crossing,regular
125685794,highway,footway,regular
125685795,footway,crossing,regular
125685795,highway,footway,regular
125685796,crossing,zebra,regular
125685796,footway,crossing,regular
125685796,highway,footway,regular
125685797,crossing,zebra,regular
125685797,footway,crossing,regular
125685797,highway,footway,regular
125685798,crossing,zebra,regular
125685798,footway,crossing,regular
125685798,highway,footway,regular
125686258,highway,footway,regular
125686659,footway,sidewalk,regular
125686659,highway,footway,regular
125686660,access,permissive,regular
125686660,highway,service,regular
125686660,source,Bing,regular
125686660,surface,asphalt,regular
125686663,footway,sidewalk,regular
125686663,highway,footway,regular
125686666,crossing,zebra,regular
125686666,footway,crossing,regular
125686666,highway,footway,regular
127145071,highway,residential,regular
127145071,name,Clark Court,regular
127145071,cfcc,A41,tiger
127145071,county,"Santa Clara, CA",tiger
127145071,name_base,Clark,tiger
127145071,name_type,Ct,tiger
127145071,reviewed,no,tiger
